x,y
0.0007523693041948643,4.640387133736833e-05
0.0008032827385291517,8.972359971186623e-05
0.0008981493400627807,0.00018017161319904744
0.00035037009359686596,0.00020434379874888803
0.0003308249608612299,0.00031430407383785234
0.0007493769337928794,0.0003249322987235694
0.00020394414906795455,0.0003426802183414111
0.0007963946227448255,0.0003492958776912331
0.0006324623885769366,0.0003603819696581591
0.0007063883898619891,0.00041488277635047847
0.0008936790063332916,0.0004198549315935195
0.0009309253766723235,0.0004217452765229756
0.00014099841340067543,0.0004297146154257086
0.0006563164626380755,0.00046984874270031133
0.00042145432749498624,0.000536525711905544
0.0006958171115910583,0.0005669568734856787
0.0007940419747979122,0.0005898491526601108
0.00020646252632332805,0.0006128925104880781
0.0005334264363251841,0.0006730208649904847
0.00033469056814235175,0.000689568073471684
0.0005804545056769844,0.0007096972738393256
0.0006785784284474752,0.000803503819686531
0.0007976821761748671,0.000838397787570715
4.0926689147778103e-05,0.0008433826417968762
0.0009380245905061468,0.0008677505556154545
0.000967503130254121,0.0008884373707931279
0.0007040236850647689,0.0008921991704537701
0.00029660371553550974,0.000908418285781877
0.0007259043174271155,0.0009149703967435481
0.0005526925246804957,0.0009497823935443701
0.0002573483541739308,0.000958930928013249
0.0004818019848268246,0.0009604831318027839
0.0005988105749542019,0.00031636863820717084
0.00031133904388366487,0.0005622598600045043
0.0008442313947239998,0.0008139341268555613
0.0006337302550545685,0.00016737737772400677
0.0009099283429224382,0.0001409567293125792
0.000541378934499026,0.0005899334046042018
0.00026487137539146197,0.0005368687918411934
0.00051970441340093,0.0007665238655441542
5.768031085079741e-05,0.0003787540383564798
